Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Er_(ohm-cm),UPV_(m/s)
Rounded,25,28,23.3265,6.2832,3662.176
Rounded,25,28,22.7513,6.2832,3660.1455
Rounded,25,28,23.3323,6.2832,3661.3167
Rounded,25,28,22.843,6.2832,3662.3536
Rounded,25,28,23.1414,6.2832,3661.1744
Rounded,25,28,23.091,6.2832,3660.735
Rounded,25,28,23.1464,6.2832,3662.2694
Rounded,25,28,22.9503,6.2832,3659.855
Rounded,25,28,23.1122,6.2832,3662.4422
Rounded,25,28,23.2313,6.2832,3661.6825
Rounded,25,28,22.7369,6.2832,3660.7359
Rounded,25,28,22.7773,6.2832,3659.8076
Rounded,25,28,23.3335,6.2832,3662.9661
Rounded,25,28,23.1316,6.2832,3659.7945
Rounded,25,28,22.8693,6.2832,3662.3081
Rounded,25,28,23.6011,6.2832,3661.9023
Rounded,25,28,23.4254,6.2832,3656.281
Rounded,25,28,23.5168,6.2832,3657.3876
Rounded,25,28,23.5102,6.2832,3662.1542
Rounded,25,28,23.5563,6.2832,3656.8707
Rounded,25,28,23.4443,6.2832,3656.9292
Rounded,25,28,23.5665,6.2832,3659.8075
Rounded,25,28,23.4252,6.2832,3662.6975
Rounded,25,28,23.9012,6.2832,3661.951
Rounded,25,28,23.4081,6.2832,3656.0688
Rounded,25,28,23.9299,6.2832,3659.5569
Rounded,25,28,23.5983,6.2832,3656.4867
Rounded,25,28,23.3788,6.2832,3662.6183
Rounded,25,28,23.563,6.2832,3660.8352
Rounded,25,28,23.8087,6.2832,3656.8555
Rounded,25,28,23.8453,6.2832,3662.7425
Rounded,25,28,23.6894,6.2832,3656.2731
Rounded,25,28,23.7776,6.2832,3659.4292
Rounded,25,28,23.9071,6.2832,3656.6101
Rounded,25,28,23.3834,6.2832,3658.9837
Rounded,25,28,23.8408,6.1565,3658.5288
Rounded,25,28,23.9533,6.137,3659.1627
Rounded,25,28,23.8881,6.1521,3658.7497
Rounded,25,28,23.6588,6.1409,3658.0491
Rounded,25,28,23.6581,6.1929,3658.7684
Rounded,25,28,23.5899,6.1345,3658.619
Rounded,25,28,23.719,6.2767,3657.0998
Rounded,25,28,23.9426,6.1698,3657.7575
Rounded,25,28,23.5703,6.1835,3658.5959
Rounded,25,28,23.6238,6.2521,3657.8704
Rounded,25,28,23.8486,6.1722,3658.4432
Rounded,25,28,23.7359,6.1436,3658.3692
Rounded,25,28,23.5432,6.2718,3658.6818
Rounded,25,28,23.6608,6.1355,3658.2214
Rounded,25,28,23.6069,6.185,3657.8865
Rounded,25,28,23.7842,6.2337,3658.142
Rounded,25,28,23.7679,6.195,3658.8011
Rounded,25,28,23.7285,6.2697,3658.1513
Rounded,25,28,23.8559,6.2445,3656.2066
Rounded,25,28,23.6462,6.2286,3657.199
Rounded,25,40,26.2592,4.7124,3727.1999
Rounded,25,40,26.1464,4.7124,3778.0669
Rounded,25,40,26.2227,4.7124,3763.5911
Rounded,25,40,26.1963,4.7124,3772.6406
Rounded,25,40,26.1546,4.7124,3731.9068
Rounded,25,40,26.0231,4.7124,3739.2328
Rounded,25,40,26.1245,4.7124,3776.4517
Rounded,25,40,26.4173,4.7124,3704.821
Rounded,25,40,25.9047,4.7124,3779.9829
Rounded,25,40,26.2163,4.7124,3732.2013
Rounded,25,40,26.2144,4.7124,3733.032
Rounded,25,40,26.1377,4.7124,3721.6916
Rounded,25,40,25.8958,4.7124,3761.4931
Rounded,25,40,26.4354,4.7124,3759.6437
Rounded,25,40,26.4753,4.7124,3712.1787
Rounded,25,40,26.487,4.7124,3742.8912
Rounded,25,40,26.0643,4.7124,3758.2327
Rounded,25,40,26.0634,4.7124,3728.0004
Rounded,25,40,25.9324,4.7124,3726.59
Rounded,25,40,25.981,4.7124,3711.1192
Rounded,25,40,25.409,4.8282,3699.9494
Rounded,25,40,25.3539,5.0564,3699.4537
Rounded,25,40,25.047,4.7724,3697.475
Rounded,25,40,25.4792,5.0857,3698.291
Rounded,25,40,25.9379,4.9269,3698.3174
Rounded,25,40,25.8506,5.0427,3698.4354
Rounded,25,40,25.9585,5.0385,3699.2264
Rounded,25,40,25.9776,4.8661,3697.5449
Rounded,25,40,26.2343,4.8157,3699.5641
Rounded,25,40,25.2554,5.0162,3699.6023
Rounded,25,40,25.2555,5.0396,3698.4734
Rounded,25,40,25.9788,4.8182,3699.3863
Rounded,25,40,26.4415,5.0059,3699.3591
Rounded,25,40,25.7091,4.9544,3699.4549
Rounded,25,40,25.0121,4.8721,3699.4974
Rounded,25,40,26.3527,4.9697,3699.9385
Rounded,25,40,25.2527,4.8918,3697.2536
Rounded,25,40,25.1815,5.0066,3699.9895
Rounded,25,40,25.3109,4.753,3698.0047
Rounded,25,40,25.3069,4.7754,3699.2163
Rounded,25,40,25.2866,5.1051,3707.9143
Rounded,25,40,25.4326,5.1051,3723.8284
Rounded,25,40,25.6566,5.1051,3710.2903
Rounded,25,40,25.3517,5.1051,3722.5383
Rounded,25,40,25.0945,5.1051,3715.2246
Rounded,25,40,25.1792,5.1051,3706.7562
Rounded,25,40,25.0507,5.1051,3714.2986
Rounded,25,40,25.1348,5.1051,3717.9978
Rounded,25,40,25.3509,5.1051,3725.457
Rounded,25,40,25.4827,5.1051,3708.9816
Rounded,25,40,25.511,5.1051,3706.3198
Rounded,25,40,25.6046,5.1051,3701.5752
Rounded,25,40,25.3433,5.1051,3720.519
Rounded,25,40,25.2819,5.1051,3703.7127
Rounded,25,40,25.4944,5.1051,3717.1107
Rounded,25,40,25.5356,5.1051,3698.7484
Rounded,25,40,25.2101,5.1051,3707.682
Rounded,25,40,25.6039,5.1051,3699.0277
Rounded,25,40,25.5706,5.1051,3708.8893
Rounded,25,40,25.2781,5.1051,3699.4395
Rounded,25,40,26.2156,5.1051,3732.768
Rounded,25,40,25.9629,5.1051,3737.2083
Rounded,25,40,25.8009,5.1051,3732.1368
Rounded,25,40,26.0115,5.1051,3733.0792
Rounded,25,40,26.1892,5.1051,3735.0486
Rounded,25,40,25.945,5.1051,3737.9768
Rounded,25,40,25.7929,5.1051,3733.8714
Rounded,25,40,25.9918,5.1051,3733.9123
Rounded,25,40,26.1133,5.1051,3738.4877
Rounded,25,40,26.187,5.1051,3739.1827
Rounded,25,40,25.8159,5.1051,3738.0011
Rounded,25,40,25.9412,5.1051,3740.1392
Rounded,25,40,25.8818,5.1051,3734.3926
Rounded,25,40,26.0879,5.1051,3735.2812
Rounded,25,40,26.0295,5.1051,3739.8748
Rounded,25,40,25.9428,5.1051,3733.7266
Rounded,25,40,26.3548,5.1051,3738.4359
Rounded,25,40,25.7796,5.1051,3732.706
Rounded,25,40,26.028,5.1051,3736.5037
Rounded,25,40,26.1433,5.1051,3736.0536
Rounded,25,40,25.9609,5.4695,3735.8608
Rounded,25,40,25.9164,5.6632,3731.5369
Rounded,25,40,25.9689,5.2438,3736.0836
Rounded,25,40,26.1228,5.6781,3733.8289
Rounded,25,40,25.9115,5.5356,3742.1502
Rounded,25,40,26.0656,5.4901,3733.745
Rounded,25,40,26.2478,5.6926,3734.847
Rounded,25,40,25.9932,5.9774,3733.0083
Rounded,25,40,26.3258,5.9684,3733.7885
Rounded,25,40,26.0468,5.9108,3730.436
Rounded,25,40,26.0833,5.2584,3730.5706
Rounded,25,40,26.285,5.7342,3738.3856
Rounded,25,40,26.1137,5.2848,3741.5257
Rounded,25,40,26.012,5.5783,3739.0301
Rounded,25,40,26.2669,5.1502,3733.4009
Rounded,25,40,26.086,5.9666,3739.919
Rounded,25,40,26.0656,5.6515,3731.0322
Rounded,25,40,26.1702,6.0468,3730.6456
Rounded,25,40,26.0402,5.8523,3731.7078
Rounded,25,40,26.0862,5.5067,3737.2427
Crushed,35,40,33.5472,4.4134,2990.9248
Crushed,35,40,34.5468,4.7102,2991.4608
Crushed,35,40,34.6873,4.632,2990.9636
Crushed,35,40,33.6319,4.6515,2991.6183
Crushed,35,40,33.9875,4.6271,3001.153
Crushed,35,40,33.5655,4.4348,2997.6173
Crushed,35,40,33.9192,4.6999,2997.7984
Crushed,35,40,33.627,4.707,3004.6243
Crushed,35,40,34.931,4.3995,3004.2905
Crushed,35,40,34.0273,4.5884,3003.3571
Crushed,35,40,34.0179,4.4923,2997.8405
Crushed,35,40,34.5665,4.4172,2992.9984
Crushed,35,40,34.2039,4.4882,2991.2821
Crushed,35,40,33.7721,4.6109,2990.2514
Crushed,35,40,33.5558,4.3467,3003.1135
Crushed,35,40,34.2382,4.6736,2991.6436
Crushed,35,40,34.4763,4.4647,3007.3054
Crushed,35,40,34.2959,4.5284,3000.5262
Crushed,35,40,34.0524,4.6673,2993.0129
Crushed,35,40,34.2424,4.5389,2990.9526
Crushed,35,40,34.9614,4.6359,3123.7087
Crushed,35,40,34.9614,4.5293,3130.9132
Crushed,35,40,34.9614,4.4292,3074.3329
Crushed,35,40,34.9614,4.5039,3029.5852
Crushed,35,40,34.9614,4.5587,3156.4669
Crushed,35,40,34.9614,4.4212,3164.6222
Crushed,35,40,34.9614,4.556,3114.343
Crushed,35,40,34.9614,4.5999,3180.532
Crushed,35,40,34.9614,4.405,3114.3231
Crushed,35,40,34.9614,4.6192,3167.2657
Crushed,35,40,34.9614,4.3252,3047.7906
Crushed,35,40,34.9614,4.4453,3151.457
Crushed,35,40,34.9614,4.4878,3107.1269
Crushed,35,40,34.9614,4.6955,3143.467
Crushed,35,40,34.9614,4.6513,3096.1744
Crushed,35,40,34.9614,4.5064,3135.8058
Crushed,35,40,34.9614,4.3575,3105.0811
Crushed,35,40,34.9614,4.6638,3146.9819
Crushed,35,40,34.9614,4.5845,3126.5634
Crushed,35,40,34.9614,4.6787,3006.1513
Crushed,35,40,34.5811,4.1834,3279.0638
Crushed,35,40,34.0334,4.2799,3246.123
Crushed,35,40,33.6188,4.0748,3233.5983
Crushed,35,40,34.2908,3.9335,3227.1044
Crushed,35,40,34.0156,4.0654,3274.3793
Crushed,35,40,34.1952,4.0358,3253.0643
Crushed,35,40,34.5401,4.2033,3235.1972
Crushed,35,40,34.133,4.1313,3237.7196
Crushed,35,40,34.0849,4.3174,3280.6054
Crushed,35,40,33.5711,4.1307,3245.2506
Crushed,35,40,34.4329,3.9598,3281.1395
Crushed,35,40,34.4425,4.0347,3234.9247
Crushed,35,40,34.7874,4.1074,3248.6156
Crushed,35,40,33.8168,3.9574,3233.5282
Crushed,35,40,33.9797,3.9407,3219.5317
Crushed,35,40,34.6552,4.3033,3236.1323
Crushed,35,40,34.1976,4.0277,3286.8498
Crushed,35,40,34.132,3.9964,3239.859
Crushed,35,40,34.8095,4.2732,3277.3165
Crushed,35,40,33.4916,4.0781,3231.3732
Crushed,35,40,34.5281,3.9699,3125.0927
Crushed,35,40,33.6616,4.1905,3097.4247
Crushed,35,40,33.7566,4.1341,3228.0694
Crushed,35,40,33.9277,4.2562,3024.1447
Crushed,35,40,34.6448,4.0063,3187.4476
Crushed,35,40,34.236,4.0814,3047.3759
Crushed,35,40,33.8154,4.1948,3278.1249
Crushed,35,40,33.6659,4.291,3095.6603
Crushed,35,40,34.7833,4.0733,3275.756
Crushed,35,40,33.7757,4.2731,3025.9733
Crushed,35,40,34.0794,3.9885,3280.0471
Crushed,35,40,34.6801,4.1457,3262.2277
Crushed,35,40,34.5476,4.3006,3090.7131
Crushed,35,40,34.3869,3.9414,3088.2024
Crushed,35,40,34.7543,4.0895,2996.5441
Crushed,35,40,34.7232,4.133,3272.3446
Crushed,35,40,34.1858,3.9879,3105.7212
Crushed,35,40,34.1666,3.9897,3126.4941
Crushed,35,40,34.5023,4.294,3203.6109
Crushed,35,40,34.5986,4.182,3284.4932
Crushed,35,60,35.1881,7.1435,3162.3671
Crushed,35,60,34.9722,7.0981,3187.7828
Crushed,35,60,35.2599,7.1142,3170.5714
Crushed,35,60,34.8647,7.0871,3188.3139
Crushed,35,60,34.8221,7.1313,3143.8871
Crushed,35,60,34.7868,7.1133,3152.0882
Crushed,35,60,34.7504,7.1338,3151.8485
Crushed,35,60,35.0003,7.1409,3142.0332
Crushed,35,60,35.1215,7.1342,3187.8703
Crushed,35,60,35.2101,7.0735,3191.9374
Crushed,35,60,34.9989,7.141,3170.5277
Crushed,35,60,34.9586,7.1104,3177.9118
Crushed,35,60,34.8667,7.1093,3152.6498
Crushed,35,60,35.2193,7.1088,3168.6012
Crushed,35,60,34.9192,7.1187,3155.6428
Crushed,35,60,34.9942,7.1401,3146.6054
Crushed,35,60,35.1736,7.0965,3151.8731
Crushed,35,60,34.7755,7.0707,3185.6026
Crushed,35,60,34.9561,7.084,3181.0328
Crushed,35,60,35.0338,7.0792,3156.4832
Crushed,35,60,35.6793,6.9439,3156.8582
Crushed,35,60,35.3952,6.3148,3142.0964
Crushed,35,60,35.1926,6.5117,3175.2472
Crushed,35,60,35.5778,6.4843,3144.8771
Crushed,35,60,35.2727,6.3651,3174.1885
Crushed,35,60,35.2939,6.353,3161.3607
Crushed,35,60,35.4192,6.8435,3169.0505
Crushed,35,60,35.1084,6.4995,3168.6651
Crushed,35,60,34.9814,6.3181,3164.3571
Crushed,35,60,35.3187,6.5685,3182.2575
Crushed,35,60,35.6048,6.5183,3155.8497
Crushed,35,60,35.1477,6.8066,3177.7797
Crushed,35,60,34.8555,6.7332,3144.5878
Crushed,35,60,35.1846,6.6345,3153.5088
Crushed,35,60,35.0419,6.8807,3147.5786
Crushed,35,60,35.1424,6.7619,3165.4474
Crushed,35,60,35.5715,6.4798,3165.9093
Crushed,35,60,35.1446,6.2654,3161.2465
Crushed,35,60,35.1312,6.2442,3142.123
Crushed,35,60,35.1017,6.7044,3153.8583
Crushed,35,60,35.6676,6.2828,3136.4132
Crushed,35,60,35.6083,6.273,3175.4084
Crushed,35,60,35.6941,6.2409,3169.1965
Crushed,35,60,35.5246,6.2495,3175.4987
Crushed,35,60,35.6097,6.2001,3179.8299
Crushed,35,60,35.5898,6.2717,3165.2109
Crushed,35,60,35.5268,6.2115,3171.2421
Crushed,35,60,35.678,6.2625,3163.9028
Crushed,35,60,35.4921,6.2822,3142.7135
Crushed,35,60,35.3876,6.2574,3157.1425
Crushed,35,60,35.6165,6.2038,3145.1028
Crushed,35,60,35.3487,6.2498,3174.4264
Crushed,35,60,35.7003,6.2821,3151.5201
Crushed,35,60,35.5422,6.2252,3173.8135
Crushed,35,60,35.7353,6.2188,3162.7951
Crushed,35,60,35.6278,6.2144,3160.2065
Crushed,35,60,35.7364,6.2374,3150.2622
Crushed,35,60,35.6434,6.2165,3158.4204
Crushed,35,60,35.6665,6.2243,3143.3551
Crushed,35,60,35.6044,6.2332,3152.9773
Crushed,35,60,35.1692,6.5798,3147.3735
Crushed,35,60,35.1843,6.9834,3157.1576
Crushed,35,60,34.9918,7.0431,3146.3615
Crushed,35,60,34.8654,6.513,3157.1007
Crushed,35,60,34.8494,6.3939,3137.4209
Crushed,35,60,35.1498,7.0617,3145.8089
Crushed,35,60,35.0404,6.9039,3155.4264
Crushed,35,60,35.0851,6.421,3149.3377
Crushed,35,60,35.0232,6.3992,3148.697
Crushed,35,60,35.1315,6.2889,3153.0168
Crushed,35,60,35.2137,6.3956,3150.8078
Crushed,35,60,35.0598,6.3367,3144.1872
Crushed,35,60,35.1696,6.8772,3151.7267
Crushed,35,60,35.2314,6.8044,3138.5511
Crushed,35,60,34.843,6.3501,3154.1771
Crushed,35,60,35.0622,6.5513,3154.3849
Crushed,35,60,34.8401,6.5496,3140.8234
Crushed,35,60,34.9234,6.6765,3146.5672
Crushed,35,60,35.2393,6.347,3153.4274
Crushed,35,60,34.9579,6.7091,3153.5207
Crushed,35,120,35.9024,16.1007,3535.2197
Crushed,35,120,35.8986,16.1007,3529.6511
Crushed,35,120,35.893,16.1007,3534.8858
Crushed,35,120,35.8725,16.1007,3536.7849
Crushed,35,120,35.9064,16.1007,3532.8021
Crushed,35,120,35.8731,16.1007,3536.4826
Crushed,35,120,35.8819,16.1007,3533.5629
Crushed,35,120,35.9137,16.1007,3532.8093
Crushed,35,120,35.9116,16.1007,3536.3918
Crushed,35,120,35.8838,16.1007,3533.5867
Crushed,35,120,35.8786,16.1007,3533.4665
Crushed,35,120,35.8964,16.1007,3529.4545
Crushed,35,120,35.9148,16.1007,3535.5771
Crushed,35,120,35.9148,16.1007,3532.2864
Crushed,35,120,35.8954,16.1007,3531.4918
Crushed,35,120,35.8795,16.1007,3534.291
Crushed,35,120,35.9114,16.1007,3534.1491
Crushed,35,120,35.8862,16.1007,3533.3246
Crushed,35,120,35.9145,16.1007,3530.0715
Crushed,35,120,35.8612,16.1007,3533.3712
Crushed,35,120,36.0746,16.1007,3530.7703
Crushed,35,120,36.1279,16.1007,3535.3389
Crushed,35,120,35.9723,16.1007,3535.2721
Crushed,35,120,36.0178,16.1007,3533.1773
Crushed,35,120,35.9747,16.1007,3534.2274
Crushed,35,120,36.0136,16.1007,3529.6983
Crushed,35,120,36.0373,16.1007,3530.7439
Crushed,35,120,36.0793,16.1007,3534.7821
Crushed,35,120,35.9345,16.1007,3531.9886
Crushed,35,120,36.0805,16.1007,3530.4994
Crushed,35,120,35.9999,16.1007,3533.9794
Crushed,35,120,35.9903,16.1007,3532.1817
Crushed,35,120,35.9908,16.1007,3536.0769
Crushed,35,120,35.965,16.1007,3529.2456
Crushed,35,120,36.1974,16.1007,3532.2659
Crushed,35,120,36.1914,16.1007,3532.0844
Crushed,35,120,36.1575,16.1007,3533.4527
Crushed,35,120,36.1313,16.1007,3535.951
Crushed,35,120,35.9713,16.1007,3531.4548
Crushed,35,120,36.0247,16.1007,3532.5292
Crushed,35,120,36.1337,16.0825,3541.4525
Crushed,35,120,36.2095,16.0715,3538.0045
Crushed,35,120,36.082,16.0898,3542.2519
Crushed,35,120,35.9271,16.0686,3537.3984
Crushed,35,120,35.9571,16.065,3540.8726
Crushed,35,120,35.9904,16.0782,3539.5012
Crushed,35,120,36.0325,16.0757,3539.0695
Crushed,35,120,36.0938,16.0906,3541.1386
Crushed,35,120,36.0071,16.099,3539.5213
Crushed,35,120,35.902,16.0679,3537.4887
Crushed,35,120,35.9017,16.0916,3538.6251
Crushed,35,120,35.977,16.0757,3537.583
Crushed,35,120,35.9076,16.0678,3538.8733
Crushed,35,120,35.9489,16.0947,3539.4828
Crushed,35,120,36.1602,16.0774,3538.8448
Crushed,35,120,36.006,16.0711,3538.5528
Crushed,35,120,36.0696,16.0765,3539.0768
Crushed,35,120,36.1728,16.0881,3542.2254
Crushed,35,120,36.1502,16.0817,3540.8435
Crushed,35,120,36.1299,16.091,3539.2088
Crushed,35,120,36.3871,16.1062,3528.274
Crushed,35,120,36.1788,16.1367,3539.5786
Crushed,35,120,36.4062,16.0647,3527.0903
Crushed,35,120,36.0277,16.0755,3531.5124
Crushed,35,120,35.814,16.0971,3534.1985
Crushed,35,120,36.266,16.0962,3530.7411
Crushed,35,120,36.0472,16.1419,3539.7612
Crushed,35,120,36.624,16.0681,3539.2646
Crushed,35,120,36.5896,16.1158,3533.1521
Crushed,35,120,36.1452,16.1141,3526.3305
Crushed,35,120,35.8271,16.1214,3529.1907
Crushed,35,120,36.3864,16.1093,3537.7996
Crushed,35,120,36.5297,16.1445,3541.2198
Crushed,35,120,36.6459,16.1441,3533.5866
Crushed,35,120,35.8548,16.0776,3528.9334
Crushed,35,120,36.1951,16.1334,3542.1639
Crushed,35,120,36.3094,16.0746,3531.9094
Crushed,35,120,36.3995,16.1564,3530.9018
Crushed,35,120,36.4279,16.1614,3534.7699
Crushed,35,120,36.3678,16.1693,3540.689
Crushed,35,40,45.0575,9.3334,4067.2456
Crushed,35,40,44.3566,9.1627,4092.1196
Crushed,35,40,44.769,9.3667,4086.3498
Crushed,35,40,43.8449,9.0721,4117.3171
Crushed,35,40,43.7288,8.9163,4120.0472
Crushed,35,40,45.5595,9.4036,4113.3943
Crushed,35,40,44.1798,8.8332,4094.4574
Crushed,35,40,44.7956,9.1868,4076.5553
Crushed,35,40,45.5245,9.1005,4119.5994
Crushed,35,40,43.9832,8.8192,4070.6132
Crushed,35,40,43.9976,8.7056,4069.0859
Crushed,35,40,44.2926,9.1031,4070.4979
Crushed,35,40,45.4664,9.389,4090.0584
Crushed,35,40,44.3899,8.9162,4077.2767
Crushed,35,40,44.1568,9.3489,4084.9252
Crushed,35,40,43.916,9.0858,4102.3541
Crushed,35,40,44.4027,9.1192,4115.1523
Crushed,35,40,44.3583,8.6928,4096.1974
Crushed,35,40,43.8747,8.8527,4113.1388
Crushed,35,40,44.478,8.8972,4073.0408
Crushed,35,40,45.6214,8.6663,4111.1252
Crushed,35,40,45.7455,8.8104,4078.8012
Crushed,35,40,45.6023,8.6507,4133.0402
Crushed,35,40,45.7357,8.692,4119.4363
Crushed,35,40,45.787,8.7745,4096.1735
Crushed,35,40,45.6555,8.8217,4106.1485
Crushed,35,40,45.7059,8.7156,4106.4277
Crushed,35,40,45.7347,8.7438,4132.3862
Crushed,35,40,45.6142,8.72,4132.6748
Crushed,35,40,45.7174,8.7513,4112.2282
Crushed,35,40,45.752,8.7401,4120.4262
Crushed,35,40,45.6521,8.7534,4085.8077
Crushed,35,40,45.7982,8.833,4072.1538
Crushed,35,40,45.83,8.8285,4127.1096
Crushed,35,40,45.8004,8.6971,4087.1017
Crushed,35,40,45.7197,8.6433,4108.7001
Crushed,35,40,45.6658,8.6987,4096.5861
Crushed,35,40,45.7768,8.8092,4091.8619
Crushed,35,40,45.6559,8.7666,4105.1916
Crushed,35,40,45.8268,8.7952,4124.7536
Crushed,35,40,43.3663,8.9538,4162.3204
Crushed,35,40,43.446,8.9755,4152.5867
Crushed,35,40,45.1494,9.0097,4138.5657
Crushed,35,40,45.477,8.9343,4143.7334
Crushed,35,40,44.8202,8.9241,4154.0511
Crushed,35,40,42.4171,8.9645,4160.9306
Crushed,35,40,42.208,8.9784,4156.1423
Crushed,35,40,43.0502,8.8702,4134.8249
Crushed,35,40,42.9484,9.0318,4161.193
Crushed,35,40,44.9212,8.8621,4138.4837
Crushed,35,40,43.5424,8.968,4153.82
Crushed,35,40,42.6081,9.0186,4150.4942
Crushed,35,40,44.2283,8.9192,4162.9685
Crushed,35,40,41.8998,8.9154,4134.9883
Crushed,35,40,45.4784,8.8792,4156.0563
Crushed,35,40,44.5586,9.0223,4138.5638
Crushed,35,40,43.7999,8.9511,4137.8947
Crushed,35,40,45.5955,8.8663,4136.5281
Crushed,35,40,42.9464,8.86,4139.7583
Crushed,35,40,43.6201,8.9894,4143.3704
Crushed,35,40,43.255,9.0919,4084.5795
Crushed,35,40,44.0508,9.1736,4114.991
Crushed,35,40,44.127,9.0553,4047.5802
Crushed,35,40,43.9424,9.058,4008.8857
Crushed,35,40,42.6951,9.2268,4052.4557
Crushed,35,40,43.0508,9.0654,4049.8236
Crushed,35,40,43.845,9.1707,4024.4033
Crushed,35,40,42.1446,9.1531,4032.6964
Crushed,35,40,42.1443,9.1554,4098.0102
Crushed,35,40,42.5682,9.036,4149.661
Crushed,35,40,43.2425,9.2069,4102.1297
Crushed,35,40,44.4285,9.0484,4088.0719
Crushed,35,40,43.7343,9.2056,4155.0972
Crushed,35,40,42.6793,9.0583,4099.1883
Crushed,35,40,42.6253,9.1728,4062.1998
Crushed,35,40,44.1048,9.0364,4021.9151
Crushed,35,40,44.267,9.0523,4076.5119
Crushed,35,40,43.546,9.1922,4092.4885
Crushed,35,40,42.5298,9.1483,4154.748
Crushed,35,40,42.0885,9.0824,4066.6909
Crushed,35,60,50.8225,10.5774,4278.9487
Crushed,35,60,49.6733,9.2392,4239.4914
Crushed,35,60,51.3204,10.2276,4258.1608
Crushed,35,60,47.2997,9.0796,4252.9457
Crushed,35,60,49.673,9.7822,4250.3629
Crushed,35,60,48.3153,9.996,4244.1954
Crushed,35,60,50.7748,9.3426,4252.4814
Crushed,35,60,47.8887,9.1972,4280.3492
Crushed,35,60,49.0288,10.5089,4236.8196
Crushed,35,60,48.8062,10.5993,4252.4041
Crushed,35,60,50.7695,9.4456,4246.9598
Crushed,35,60,50.091,9.867,4262.5187
Crushed,35,60,47.964,10.2582,4265.0474
Crushed,35,60,48.4649,9.5264,4241.1756
Crushed,35,60,47.6296,9.0378,4262.5057
Crushed,35,60,50.0665,9.1499,4271.4969
Crushed,35,60,49.6111,9.5695,4251.644
Crushed,35,60,47.7926,9.4112,4272.5928
Crushed,35,60,47.6923,9.7713,4277.0193
Crushed,35,60,49.1809,10.0681,4240.8731
Crushed,35,60,44.0493,9.0563,4238.25
Crushed,35,60,46.9914,9.3961,4260.3659
Crushed,35,60,51.2833,9.4285,4281.5988
Crushed,35,60,51.1104,9.1312,4236.4186
Crushed,35,60,44.901,9.3917,4222.0158
Crushed,35,60,47.8246,9.5163,4249.7301
Crushed,35,60,48.3927,9.2043,4250.5243
Crushed,35,60,45.0285,9.155,4218.5526
Crushed,35,60,48.5444,9.4661,4246.1298
Crushed,35,60,47.1552,9.6146,4235.3737
Crushed,35,60,45.6731,9.4433,4269.8142
Crushed,35,60,44.3521,9.0652,4273.4993
Crushed,35,60,48.8387,9.5039,4253.2154
Crushed,35,60,46.1818,9.5068,4222.0375
Crushed,35,60,43.4977,9.2717,4226.2703
Crushed,35,60,50.9276,9.5079,4215.2735
Crushed,35,60,46.7034,9.5728,4267.2764
Crushed,35,60,48.1344,9.2999,4245.7239
Crushed,35,60,49.0003,9.418,4255.9439
Crushed,35,60,49.3748,9.1986,4267.9733
Crushed,35,60,49.3152,9.6399,4250.7681
Crushed,35,60,51.1929,10.2602,4261.9699
Crushed,35,60,44.7713,10.1253,4225.2735
Crushed,35,60,49.493,10.0321,4216.3618
Crushed,35,60,44.8446,10.2167,4232.7107
Crushed,35,60,51.1703,9.6752,4249.1207
Crushed,35,60,49.6607,10.219,4251.8529
Crushed,35,60,46.6586,10.1907,4246.3098
Crushed,35,60,49.0778,10.0173,4248.8576
Crushed,35,60,47.2472,10.1134,4224.8888
Crushed,35,60,49.7141,9.8678,4258.4678
Crushed,35,60,46.1208,9.6522,4238.3511
Crushed,35,60,43.8713,9.8145,4231.0569
Crushed,35,60,47.9829,9.858,4228.6425
Crushed,35,60,50.5177,10.2091,4240.4165
Crushed,35,60,44.8284,9.7594,4245.965
Crushed,35,60,46.7232,9.8434,4228.7409
Crushed,35,60,49.239,9.9905,4229.269
Crushed,35,60,43.6009,9.8307,4213.3345
Crushed,35,60,50.8047,10.1258,4239.1708
Crushed,35,60,49.8292,10.5872,4249.1979
Crushed,35,60,50.2052,10.588,4237.8096
Crushed,35,60,50.8935,10.597,4251.5809
Crushed,35,60,50.317,10.5108,4245.3058
Crushed,35,60,50.2804,10.4789,4256.784
Crushed,35,60,49.406,10.4721,4254.2186
Crushed,35,60,49.6619,10.4677,4260.6911
Crushed,35,60,49.4645,10.4393,4250.7461
Crushed,35,60,49.9848,10.3695,4237.3498
Crushed,35,60,50.4903,10.4213,4249.3545
Crushed,35,60,49.5148,10.4502,4245.4843
Crushed,35,60,50.3509,10.5242,4248.8905
Crushed,35,60,50.8055,10.3724,4245.4807
Crushed,35,60,50.5036,10.3164,4238.3116
Crushed,35,60,49.9368,10.4856,4249.7345
Crushed,35,60,50.2057,10.4291,4261.4222
Crushed,35,60,49.8422,10.4472,4237.8249
Crushed,35,60,49.4038,10.5314,4241.9809
Crushed,35,60,49.4644,10.571,4239.2525
Crushed,35,60,50.2488,10.3757,4236.7593
Crushed,35,90,51.7357,11.408,4389.6073
Crushed,35,90,49.8081,11.679,4376.1467
Crushed,35,90,49.6622,11.6537,4371.4282
Crushed,35,90,50.2369,11.5706,4373.323
Crushed,35,90,50.8638,11.6635,4391.2157
Crushed,35,90,50.7519,11.5121,4398.6346
Crushed,35,90,51.5933,11.4724,4373.2943
Crushed,35,90,50.7737,11.6071,4375.2026
